"Country","Flow name","Flow code","Flow unit","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"Australia","Material Footprint (RMC) per capita","MF/cap","t/cap","30.7774","31.48","31.7148","33.7428","34.9011","35.2554","35.1743","32.7801","31.8438","31.3175","32.7265","33.682","32.3362","30.8208","32.2206","30.8868","29.647","29.4149","30.6873","32.1079","32.4742","30.539","30.656","30.8499","31.6997","34.6384","32.4479","34.2904","34.9845","33.1352","33.2517","34.5897","34.9966","38.2272","40.5506","41.7304","41.6703","42.2755","35.6241","36.4525","37.6499","36.9646","36.1518","34.0362","34.1449","32.2598","31.9522","34.0499","33.3585","33.2981","31.2669","31.9297","31.6493","31.4649","31.1222"
