"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Remoteness","Description1","Description2","Description3","Description4","Description5","Description6","Description7","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Total","Aust"
"SE10d.2","2021","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","20 years and over","","","Number","","","ABS Prisoners in Australia","no.","98","20","3","0","3","4","0","0","","128"
"SE10d.2","2021","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Life","","","Number","","","ABS Prisoners in Australia","no.","11","0","66","56","32","0","0","21","","186"
"SE10d.2","2021","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Other","","","Number","","","ABS Prisoners in Australia","no.","19","0","0","14","0","0","0","8","","40"
"SE10d.2","2021","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Under 3 months","","","Number","","","ABS Prisoners in Australia","no.","76","56","16","19","21","23","3","0","","217"
"SE10d.2","2021","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 3 and under 6 months","","","Number","","","ABS Prisoners in Australia","no.","184","154","63","28","46","32","15","6","","532"
"SE10d.2","2021","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 6 and under 12 months","","","Number","","","ABS Prisoners in Australia","no.","500","257","274","260","56","38","17","7","","1418"
"SE10d.2","2021","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 1 and under 2 years","","","Number","","","ABS Prisoners in Australia","no.","1007","384","701","394","143","53","38","12","","2725"
"SE10d.2","2021","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 2 and under 5 years","","","Number","","","ABS Prisoners in Australia","no.","1445","807","1463","883","366","72","37","53","","5138"
"SE10d.2","2021","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 5 and under 10 years","","","Number","","","ABS Prisoners in Australia","no.","1403","1081","1272","736","338","68","37","49","","4985"
"SE10d.2","2021","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 10 and under 15 years","","","Number","","","ABS Prisoners in Australia","no.","691","408","332","246","156","13","16","10","","1886"
"SE10d.2","2021","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 15 and under 20 years","","","Number","","","ABS Prisoners in Australia","no.","333","179","74","47","72","8","4","3","","715"
"SE10d.2","2021","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","20 years and over","","","Number","","","ABS Prisoners in Australia","no.","485","229","35","22","31","29","11","0","","844"
"SE10d.2","2021","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Life","","","Number","","","ABS Prisoners in Australia","no.","70","58","245","237","164","12","3","15","","812"
"SE10d.2","2021","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Other","","","Number","","","ABS Prisoners in Australia","no.","45","3","3","14","0","0","0","3","","74"
"SE10d.2","2021","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People in prison custody at 30 June","Total","","","","Number","","","ABS Prisoners in Australia","no.","3597","768","3479","2664","744","152","98","1540","","13039"
"SE10d.2","2021","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","All areas","People in prison custody at 30 June","Total","","","","Number","","","ABS Prisoners in Australia","no.","9515","6318","6480","4051","2364","491","273","259","","29760"
"SE10d.2","2021","Aggregate sentence length","18+ years old","All people","Indigenous status not stated","All areas","People in prison custody at 30 June","Total","","","","Number","","","ABS Prisoners in Australia","no.","14","160","0","0","0","0","0","0","","166"
"SE10d.2","2020","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Under 3 months","","","Proportion","","","Derived from ABS Prisoners in Australia","%","2.4","1.7","0.1","1.6","4.0","8.2","0","4.2","","2.0"
"SE10d.2","2020","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 3 and under 6 months","","","Proportion","","","Derived from ABS Prisoners in Australia","%","5.7","4.9","1.3","1.5","2.1","10.3","13.4","10.6","","4.0"
"SE10d.2","2020","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 6 and under 12 months","","","Proportion","","","Derived from ABS Prisoners in Australia","%","11.7","11.5","7.1","15.8","7.1","8.2","7.5","18.7","","12.1"
"SE10d.2","2020","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 1 and under 2 years","","","Proportion","","","Derived from ABS Prisoners in Australia","%","24.7","17.6","22.9","21.1","19.6","26.8","26.9","18.8","","22.2"
"SE10d.2","2020","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 2 and under 5 years","","","Proportion","","","Derived from ABS Prisoners in Australia","%","26.3","28.2","41.2","41.5","26.4","24.7","28.4","26.3","","33.8"
"SE10d.2","2020","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 5 and under 10 years","","","Proportion","","","Derived from ABS Prisoners in Australia","%","16.9","24.5","18.1","12.1","20.9","12.4","14.9","13.4","","16.2"
"SE10d.2","2020","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 10 and under 15 years","","","Proportion","","","Derived from ABS Prisoners in Australia","%","4.5","4.2","4.4","2.0","5.2","0","4.5","3.5","","3.8"
"SE10d.2","2020","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 15 and under 20 years","","","Proportion","","","Derived from ABS Prisoners in Australia","%","2.4","2.2","1.0","0.4","3.4","0","0","1.4","","1.4"
"SE10d.2","2020","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","20 years and over","","","Proportion","","","Derived from ABS Prisoners in Australia","%","4.4","3.7","0.3","0","1.5","4.1","0","0","","1.6"
"SE10d.2","2020","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Life","","","Proportion","","","Derived from ABS Prisoners in Australia","%","0.4","0","3.2","2.9","11.7","0","0","1.8","","2.4"
"SE10d.2","2020","Aggregate sentence length","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Other","","","Proportion","","","Derived from ABS Prisoners in Australia","%","0.7","0","0","0.6","0","0","0","1.0","","0.5"
"SE10d.2","2020","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Under 3 months","","","Proportion","","","Derived from ABS Prisoners in Australia","%","1.0","1.7","0.3","0.7","1.4","6.2","4.2","0","","1.1"
"SE10d.2","2020","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 3 and under 6 months","","","Proportion","","","Derived from ABS Prisoners in Australia","%","2.7","4.4","1.0","1.6","3.4","6.7","5.2","5.3","","2.7"
"SE10d.2","2020","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 6 and under 12 months","","","Proportion","","","Derived from ABS Prisoners in Australia","%","6.4","8.3","5.4","9.6","5.1","11.9","4.2","5.3","","7.0"
"SE10d.2","2020","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 1 and under 2 years","","","Proportion","","","Derived from ABS Prisoners in Australia","%","16.2","12.4","14.9","15.2","10.7","12.1","17.0","6.9","","14.4"
"SE10d.2","2020","Aggregate sentence length","18+ years old","All people","Non-Indigenous people","All areas","Sentenced people in prison custody at 30 June","Aggregate sentence length","Between 2 and under 5 years","","","Proportion","","","Derived from ABS Prisoners in Australia","%","24.0","24.1","33.1","31.0","26.2","28.8","27.4","33.5","","27.3"
